SALONES;ID;NAME;POPULATION;POP_DENS;PPIDX_CY;PPPC_CY;REGION
0;801904045;Barcelona;1397;69850;152,5;23188,66;Cataluna
0;801904046;Barcelona;2390;39833,3;190,5;28966,95;Cataluna
0;801904047;Barcelona;1834;3217,5;171,9;26145,64;Cataluna
0;801904048;Barcelona;1473;73650;172,4;26212,66;Cataluna
0;801904049;Barcelona;1135;1418,8;216,2;32876,58;Cataluna
0;801904050;Barcelona;2003;22255,6;246,8;37537,55;Cataluna
0;801904051;Barcelona;1610;53666,7;214,1;32561,94;Cataluna
0;801904052;Barcelona;2156;17966,7;250,3;38068,13;Cataluna
0;801904053;Barcelona;1628;2806,9;227,1;34542,2;Cataluna
0;801904054;Barcelona;985;4477,3;239,3;36393,21;Cataluna
0;801904055;Barcelona;1472;5661,5;236,5;35964;Cataluna
0;801904056;Barcelona;1715;1225;238,9;36336,79;Cataluna
0;801904084;Barcelona;1339;66950;219,6;33393,07;Cataluna
0;801905001;Barcelona;1761;217,9;163;24784,26;Cataluna
0;801905002;Barcelona;1560;626,5;199,8;30376,52;Cataluna
0;801905003;Barcelona;1366;1665,9;188,1;28604,81;Cataluna
0;801905004;Barcelona;1085;1506,9;224,8;34187,35;Cataluna
0;801905005;Barcelona;1197;1185,1;210,7;32041,13;Cataluna
0;801905006;Barcelona;1745;5132,4;238,4;36256,67;Cataluna
0;801905007;Barcelona;1809;10050;213,6;32484,18;Cataluna
0;801905008;Barcelona;1656;6369,2;230,1;34990,08;Cataluna
0;801905009;Barcelona;1680;24000;214,1;32552,6;Cataluna
0;801905010;Barcelona;1514;37850;191,1;29056,64;Cataluna
0;801905011;Barcelona;1394;34850;220,9;33599,37;Cataluna
0;801905012;Barcelona;1334;19057,1;198,7;30211,19;Cataluna
0;801905013;Barcelona;1650;41250;205;31174,77;Cataluna
0;801905014;Barcelona;1563;31260;209,4;31838,73;Cataluna
0;801905015;Barcelona;1524;38100;209;31776,84;Cataluna
0;801905016;Barcelona;1841;61366,7;197,7;30064,21;Cataluna
0;801905017;Barcelona;1535;17055,6;241,2;36674,16;Cataluna
0;801905018;Barcelona;1229;40966,7;202,4;30777,62;Cataluna
0;801905019;Barcelona;1652;33040;230,8;35102,38;Cataluna
0;801905020;Barcelona;1146;38200;232,9;35419,39;Cataluna
0;801905021;Barcelona;1267;14077,8;249;37865,93;Cataluna
0;801905022;Barcelona;1729;19211,1;243;36956,76;Cataluna
0;801905023;Barcelona;1450;20714,3;209,5;31860,39;Cataluna
0;801905024;Barcelona;1897;23712,5;235,2;35771,65;Cataluna
0;801905025;Barcelona;1297;16212,5;242,9;36943,44;Cataluna
0;801905026;Barcelona;1394;27880;243;36949,86;Cataluna
0;801905027;Barcelona;1395;19928,6;240,8;36625,78;Cataluna
0;801905028;Barcelona;1627;23242,9;237,6;36124,68;Cataluna
0;801905029;Barcelona;1618;17977,8;236,3;35940,47;Cataluna
0;801905030;Barcelona;1388;19828,6;232,7;35382,28;Cataluna
0;801905031;Barcelona;1608;6700;228;34677,48;Cataluna
0;801905032;Barcelona;1786;2006,7;240,1;36505,88;Cataluna
0;801905033;Barcelona;1401;2594,4;220,6;33549,3;Cataluna
0;801905034;Barcelona;1282;18314,3;219,5;33383,81;Cataluna
0;801905035;Barcelona;1033;34433,3;230,3;35025,49;Cataluna
0;801905036;Barcelona;1691;42275;228,3;34719,53;Cataluna
0;801905037;Barcelona;1436;47866,7;199,9;30397,4;Cataluna
0;801905038;Barcelona;1324;44133,3;213,5;32466,46;Cataluna
0;801905039;Barcelona;1530;51000;221,7;33720,76;Cataluna
0;801905040;Barcelona;1418;35450;202,6;30812,82;Cataluna
0;801905041;Barcelona;1893;63100;219,7;33415,93;Cataluna
0;801905042;Barcelona;1273;42433,3;201;30568,5;Cataluna
0;801905043;Barcelona;1447;48233,3;213,7;32494,45;Cataluna
0;801905044;Barcelona;1306;43533,3;199;30263,14;Cataluna
0;801905045;Barcelona;1604;40100;214,8;32664,4;Cataluna
0;801905046;Barcelona;1131;22620;237,2;36066,77;Cataluna
0;801905047;Barcelona;1224;30600;223,7;34017,53;Cataluna
0;801905048;Barcelona;1232;24640;219,4;33370,87;Cataluna
0;801905049;Barcelona;1650;18333,3;241,2;36683,95;Cataluna
0;801905050;Barcelona;1599;39975;220,2;33480,62;Cataluna
0;801905051;Barcelona;1591;31820;230,9;35106,13;Cataluna
0;801905052;Barcelona;1418;17725;237;36034,92;Cataluna
0;801905053;Barcelona;1483;21185,7;235,9;35872,39;Cataluna
0;801905054;Barcelona;1038;20760;228,9;34803,59;Cataluna
0;801905055;Barcelona;1388;23133,3;234,8;35712,63;Cataluna
0;801905056;Barcelona;1179;16842,9;232,9;35419,36;Cataluna
0;801905057;Barcelona;1636;23371,4;239;36350,64;Cataluna
0;801905058;Barcelona;1521;21728,6;232;35285,29;Cataluna
0;801905059;Barcelona;1523;25383,3;225,4;34282,23;Cataluna
0;801905060;Barcelona;1142;57100;216,1;32868,74;Cataluna
0;801905061;Barcelona;1432;35800;218,3;33203,17;Cataluna
0;801905062;Barcelona;1616;40400;218,1;33164,42;Cataluna
0;801905063;Barcelona;1544;30880;223,6;33995,21;Cataluna
0;801905064;Barcelona;1582;39550;220,1;33469,97;Cataluna
2;801905065;Barcelona;1641;32820;220,2;33478,72;Cataluna
1;801905066;Barcelona;1320;26400;229,3;34870,91;Cataluna
0;801905067;Barcelona;1236;15450;233,4;35485,99;Cataluna
0;801905068;Barcelona;1517;21671,4;219;33309,8;Cataluna
0;801905069;Barcelona;1729;34580;218,5;33221,49;Cataluna
0;801905070;Barcelona;1412;47066,7;206,2;31356,6;Cataluna
0;801905071;Barcelona;1611;23014,3;216,3;32891,28;Cataluna
0;801905072;Barcelona;1700;42500;214,3;32593,95;Cataluna
0;801905073;Barcelona;1588;39700;213,2;32422,92;Cataluna
0;801905074;Barcelona;1650;41250;218,6;33240,14;Cataluna
0;801905075;Barcelona;1830;30500;216;32850,66;Cataluna
0;801905076;Barcelona;1401;35025;219,8;33429,02;Cataluna
0;801905077;Barcelona;1433;47766,7;213,1;32402,17;Cataluna
0;801905078;Barcelona;2091;29871,4;212,2;32268,52;Cataluna
0;801905079;Barcelona;1258;31450;197,7;30058,86;Cataluna
0;801905080;Barcelona;1357;33925;193,3;29388,48;Cataluna
0;801905081;Barcelona;1573;39325;188,4;28656,25;Cataluna
0;801905082;Barcelona;1607;40175;191,3;29085,56;Cataluna
1;801905083;Barcelona;1261;31525;199,7;30362,89;Cataluna
0;801905084;Barcelona;1325;44166,7;197,8;30082,9;Cataluna
0;801905085;Barcelona;1306;43533,3;187,2;28473,82;Cataluna
0;801905086;Barcelona;1329;44300;194,8;29629,84;Cataluna
0;801905087;Barcelona;1581;52700;202,1;30739,26;Cataluna
0;801905088;Barcelona;1738;43450;207,6;31567,63;Cataluna
0;801905089;Barcelona;1763;29383,3;204;31019,37;Cataluna
0;801905090;Barcelona;1873;37460;203,1;30892,55;Cataluna
0;801905091;Barcelona;1545;38625;198,3;30161,96;Cataluna
0;801905092;Barcelona;1602;10012,5;220,8;33572,05;Cataluna
0;801905093;Barcelona;1092;36400;196;29799,88;Cataluna
0;801905094;Barcelona;2694;38485,7;208,3;31673,12;Cataluna
0;801905095;Barcelona;1650;55000;192,8;29321,76;Cataluna
0;801905096;Barcelona;1133;56650;182,3;27714,95;Cataluna
0;801905097;Barcelona;1610;40250;192,4;29265,64;Cataluna
0;801905098;Barcelona;1538;51266,7;201,1;30583;Cataluna
0;801906001;Barcelona;1163;19383,3;166,4;25297,09;Cataluna
0;801906002;Barcelona;1513;50433,3;167,9;25537,94;Cataluna
0;801906003;Barcelona;2257;56425;161,3;24522,49;Cataluna
0;801906004;Barcelona;1426;10185,7;149,7;22770,4;Cataluna
0;801906006;Barcelona;1022;5378,9;203,4;30936,96;Cataluna
0;801906007;Barcelona;1943;27757,1;172,3;26200,13;Cataluna
0;801906008;Barcelona;1989;66300;169,4;25764,05;Cataluna
0;801906009;Barcelona;1275;3035,7;190,8;29016,69;Cataluna
0;801906010;Barcelona;1066;13325;172,8;26272,35;Cataluna
0;801906011;Barcelona;1301;11827,3;178,6;27167,05;Cataluna
0;801906012;Barcelona;1154;10490,9;192;29200,2;Cataluna
0;801906013;Barcelona;1779;44475;151,1;22970,15;Cataluna
0;801906014;Barcelona;1436;47866,7;138,1;21004,45;Cataluna
0;801906015;Barcelona;1418;7463,2;146,8;22318,3;Cataluna
0;801906016;Barcelona;1613;40325;142,9;21728,11;Cataluna
0;801906017;Barcelona;1327;18957,1;123,6;18790,61;Cataluna
0;801906018;Barcelona;1321;6605;159,3;24223,79;Cataluna
0;801906019;Barcelona;1469;36725;169,1;25718,24;Cataluna
0;801906020;Barcelona;1157;57850;157,8;23992,11;Cataluna
0;801906021;Barcelona;1355;22583,3;176,4;26830,43;Cataluna
0;801906022;Barcelona;1337;12154,5;149,6;22753,38;Cataluna
0;801906023;Barcelona;1295;21583,3;200,3;30463,55;Cataluna
0;801906024;Barcelona;1713;19033,3;168,8;25675,18;Cataluna
0;801906025;Barcelona;1393;69650;178,7;27168,17;Cataluna
0;801906026;Barcelona;1015;50750;167,2;25425,42;Cataluna
0;801906027;Barcelona;1200;60000;169,5;25769,97;Cataluna
0;801906028;Barcelona;1309;43633,3;154,1;23435,49;Cataluna
0;801906029;Barcelona;1263;42100;172,4;26219,54;Cataluna
0;801906030;Barcelona;1334;44466,7;163,2;24810,73;Cataluna
0;801906031;Barcelona;1085;36166,7;171,5;26084,17;Cataluna
0;801906032;Barcelona;1154;57700;176,5;26838,36;Cataluna
0;801906033;Barcelona;1266;42200;177,3;26956,73;Cataluna
0;801906034;Barcelona;1193;39766,7;169,9;25836,73;Cataluna
0;801906035;Barcelona;1056;35200;193,9;29491,53;Cataluna
0;801906036;Barcelona;1443;28860;168,8;25669,82;Cataluna
0;801906037;Barcelona;1122;28050;172,7;26266,13;Cataluna
0;801906038;Barcelona;1458;36450;172,2;26192,97;Cataluna
0;801906039;Barcelona;1538;38450;170,9;25988,4;Cataluna
0;801906040;Barcelona;1636;40900;189,6;28828,97;Cataluna
0;801906041;Barcelona;1704;34080;173,7;26408,86;Cataluna
0;801906042;Barcelona;1667;33340;192,1;29212,48;Cataluna
0;801906043;Barcelona;1234;30850;165;25085,04;Cataluna
1;801906044;Barcelona;1532;19150;188,9;28728,16;Cataluna
0;801906045;Barcelona;1261;25220;187,4;28501,23;Cataluna
0;801906046;Barcelona;1122;56100;161,9;24623,15;Cataluna
0;801906047;Barcelona;1203;40100;157,9;24016,88;Cataluna
0;801906048;Barcelona;1356;45200;148,1;22526,77;Cataluna
0;801906049;Barcelona;1126;37533,3;149;22656,55;Cataluna
0;801906050;Barcelona;1301;43366,7;146,9;22334,53;Cataluna
0;801906051;Barcelona;1206;30150;160,5;24412;Cataluna
0;801906052;Barcelona;1469;36725;168,7;25660,76;Cataluna
0;801906053;Barcelona;1472;36800;169,3;25750,52;Cataluna
0;801906054;Barcelona;1593;39825;157,2;23908,91;Cataluna
0;801906055;Barcelona;1413;47100;155,4;23632,41;Cataluna
0;801906056;Barcelona;1535;51166,7;159,7;24281,59;Cataluna
0;801906057;Barcelona;1509;37725;171,1;26019,64;Cataluna
0;801906058;Barcelona;1688;42200;175,1;26624,29;Cataluna
0;801906059;Barcelona;1478;49266,7;156;23719,72;Cataluna
0;801906060;Barcelona;1751;43775;150,5;22887,52;Cataluna
0;801906061;Barcelona;1291;43033,3;157,4;23934,93;Cataluna
0;801906062;Barcelona;1192;59600;156,3;23772,81;Cataluna
0;801906063;Barcelona;1459;36475;153,6;23358,99;Cataluna
0;801906064;Barcelona;1891;47275;179,4;27285,92;Cataluna
0;801906065;Barcelona;1144;57200;180,1;27390,26;Cataluna
0;801906066;Barcelona;968;48400;135,4;20591,9;Cataluna
0;801906067;Barcelona;1741;43525;165,6;25182,46;Cataluna
0;801906068;Barcelona;1540;38500;176,4;26827,31;Cataluna
0;801906069;Barcelona;1066;53300;177,2;26939,2;Cataluna
0;801906070;Barcelona;1822;45550;152,8;23234,77;Cataluna
0;801906071;Barcelona;1080;54000;166;25250,94;Cataluna
0;801906072;Barcelona;1634;40850;181,4;27580,38;Cataluna
0;801906073;Barcelona;1361;68050;164,2;24972,9;Cataluna
0;801906074;Barcelona;1123;56150;156;23716,03;Cataluna
1;801906075;Barcelona;1065;106500;162,2;24662,66;Cataluna
0;801906076;Barcelona;1285;42833,3;161,8;24598,32;Cataluna
0;801906077;Barcelona;1172;39066,7;155;23576,22;Cataluna
0;801906078;Barcelona;1282;64100;165,9;25222,25;Cataluna
0;801906079;Barcelona;1104;55200;150,8;22930,22;Cataluna
0;801906080;Barcelona;1166;58300;157,2;23904,57;Cataluna
0;801906081;Barcelona;1310;65500;161,4;24540,18;Cataluna
0;801906082;Barcelona;2627;87566,7;174,1;26467,98;Cataluna
0;801906083;Barcelona;1717;85850;168,4;25605,54;Cataluna
0;801906084;Barcelona;1469;48966,7;175,5;26689,88;Cataluna
0;801906085;Barcelona;1251;41700;182,5;27756,47;Cataluna
0;801906086;Barcelona;976;48800;166,9;25379,65;Cataluna
0;801906087;Barcelona;1850;46250;188,5;28671,71;Cataluna
0;801906088;Barcelona;1220;61000;170,9;25991,97;Cataluna
0;801907001;Barcelona;1564;52133,3;152,8;23239,7;Cataluna
0;801907002;Barcelona;1142;22840;160,4;24398,35;Cataluna
0;801907003;Barcelona;1289;128900;149,4;22723,39;Cataluna
0;801907004;Barcelona;1495;74750;155,7;23679,16;Cataluna
0;801907005;Barcelona;1427;47566,7;142,2;21628,45;Cataluna
0;801907006;Barcelona;956;23900;157,7;23979,99;Cataluna
0;801907007;Barcelona;1387;46233,3;147,7;22454,54;Cataluna
0;801907008;Barcelona;1411;70550;145,9;22184,67;Cataluna
0;801907009;Barcelona;1169;58450;143,8;21865,6;Cataluna
0;801907010;Barcelona;1357;45233,3;134,8;20492,1;Cataluna
0;801907011;Barcelona;1118;55900;136,9;20814,61;Cataluna
0;801907012;Barcelona;1537;51233,3;145,6;22140,51;Cataluna
0;801907013;Barcelona;1200;60000;148,2;22532,68;Cataluna
0;801907014;Barcelona;869;86900;117,7;17892,53;Cataluna
0;801907015;Barcelona;1422;47400;128,8;19587,61;Cataluna
0;801907016;Barcelona;1352;12290,9;143,1;21761,49;Cataluna
0;801907017;Barcelona;1711;57033,3;140,2;21324,05;Cataluna
0;801907018;Barcelona;1684;84200;140,7;21400,63;Cataluna
0;801907019;Barcelona;1479;49300;149,6;22744,41;Cataluna
0;801907020;Barcelona;1723;57433,3;144,9;22035,72;Cataluna
0;801907021;Barcelona;1043;17383,3;156,1;23740,54;Cataluna
0;801907022;Barcelona;1152;28800;123;18709,95;Cataluna
0;801907023;Barcelona;1292;43066,7;98,5;14982,07;Cataluna
0;801907024;Barcelona;1473;49100;121,4;18468,58;Cataluna
0;801907025;Barcelona;1439;47966,7;122,7;18659,7;Cataluna
0;801907026;Barcelona;1093;6429,4;112,6;17116,17;Cataluna
0;801907027;Barcelona;2079;34650;132,3;20117,54;Cataluna
0;801907028;Barcelona;1448;6581,8;142,3;21633,85;Cataluna
0;801907029;Barcelona;1278;25560;147,4;22421,77;Cataluna
0;801907030;Barcelona;1385;34625;117,5;17866,3;Cataluna
0;801907031;Barcelona;1588;52933,3;124,3;18903,75;Cataluna
0;801907032;Barcelona;1421;71050;150,7;22914,76;Cataluna
0;801907033;Barcelona;1427;47566,7;134,7;20485,4;Cataluna
0;801907034;Barcelona;1827;36540;168,7;25651,76;Cataluna
0;801907035;Barcelona;1760;44000;144,4;21959,05;Cataluna
0;801907036;Barcelona;1387;46233,3;158,3;24079,27;Cataluna
0;801907037;Barcelona;1462;36550;147,6;22451,78;Cataluna
0;801907038;Barcelona;1234;10283,3;122,7;18656,57;Cataluna
0;801907039;Barcelona;1604;8442,1;159,7;24283,55;Cataluna
0;801907040;Barcelona;1461;36525;140,8;21413,68;Cataluna
0;801907041;Barcelona;1349;44966,7;136,9;20813,38;Cataluna
0;801907042;Barcelona;1497;29940;147,4;22408,55;Cataluna
0;801907043;Barcelona;1404;35100;126,7;19267,23;Cataluna
0;801907044;Barcelona;1310;43666,7;150,5;22882,28;Cataluna
0;801907045;Barcelona;1591;53033,3;149,8;22784,52;Cataluna
0;801907046;Barcelona;1383;69150;121,3;18447,89;Cataluna
0;801907047;Barcelona;1470;49000;127,3;19353,55;Cataluna
0;801907048;Barcelona;1316;65800;139,7;21246,07;Cataluna
0;801907049;Barcelona;1220;61000;148,1;22521,54;Cataluna
0;801907050;Barcelona;1206;40200;121,9;18535,31;Cataluna
0;801907051;Barcelona;1765;44125;138;20980,61;Cataluna
0;801907052;Barcelona;1249;11354,5;168,5;25619,79;Cataluna
0;801907053;Barcelona;1448;24133,3;159,8;24296,5;Cataluna
0;801907054;Barcelona;1584;9900;169,3;25745,24;Cataluna
0;801907055;Barcelona;1185;14812,5;164,4;24996,78;Cataluna
0;801907056;Barcelona;1189;11890;135,8;20644,79;Cataluna
0;801907057;Barcelona;1435;15944,4;138,4;21053,95;Cataluna
0;801907058;Barcelona;1349;22483,3;135,6;20615,26;Cataluna
0;801907059;Barcelona;1320;22000;100,5;15279,71;Cataluna
0;801907060;Barcelona;1843;14176,9;93,4;14210,35;Cataluna
0;801907061;Barcelona;1203;5012,5;96,2;14626,26;Cataluna
0;801907062;Barcelona;1355;45166,7;98,8;15028,03;Cataluna
0;801907063;Barcelona;1445;72250;79,2;12037,2;Cataluna
0;801907064;Barcelona;1696;56533,3;78,2;11887,81;Cataluna
0;801907065;Barcelona;1751;87550;81,4;12381,59;Cataluna
0;801907066;Barcelona;1790;89500;79,6;12097,31;Cataluna
0;801907067;Barcelona;1560;52000;83,6;12719,23;Cataluna
0;801907068;Barcelona;1321;132100;71,2;10826,31;Cataluna
0;801907069;Barcelona;1441;72050;84,7;12873,65;Cataluna
0;801907070;Barcelona;1457;36425;96,7;14698,77;Cataluna
0;801907071;Barcelona;1344;26880;95,8;14573,8;Cataluna
0;801907072;Barcelona;1395;34875;94,2;14317,58;Cataluna
0;801907073;Barcelona;1135;28375;94;14295,12;Cataluna
0;801907074;Barcelona;1702;85100;101,1;15368,74;Cataluna
0;801907075;Barcelona;1216;60800;100,7;15317,22;Cataluna
0;801907076;Barcelona;1391;46366,7;91;13837,54;Cataluna
0;801907077;Barcelona;1348;67400;82,6;12557,97;Cataluna
0;801907078;Barcelona;1389;46300;106;16124,61;Cataluna
0;801907079;Barcelona;1458;72900;85,9;13057,57;Cataluna
0;801907080;Barcelona;1801;60033,3;98,4;14956,78;Cataluna
0;801907081;Barcelona;1970;32833,3;103,2;15689,78;Cataluna
0;801907082;Barcelona;1264;63200;100,6;15294,23;Cataluna
0;801907083;Barcelona;1356;67800;103;15668,84;Cataluna
0;801907084;Barcelona;1349;26980;107,5;16343,43;Cataluna
0;801907085;Barcelona;1244;41466,7;102,9;15653,93;Cataluna
0;801907086;Barcelona;1434;47800;111,2;16915,37;Cataluna
0;801907087;Barcelona;1585;31700;108,4;16478,37;Cataluna
0;801907088;Barcelona;1683;21037,5;115,5;17565,46;Cataluna
0;801907089;Barcelona;1342;13420;145,6;22143,85;Cataluna
0;801907090;Barcelona;1460;1058;104,4;15880;Cataluna
0;801907091;Barcelona;1197;9207,7;117,4;17855,65;Cataluna
0;801907092;Barcelona;1533;38325;87,5;13304,54;Cataluna
0;801907093;Barcelona;1704;56800;120,1;18271,03;Cataluna
0;801907094;Barcelona;1241;4596,3;137,6;20920,6;Cataluna
0;801907095;Barcelona;1543;30860;136,7;20781,04;Cataluna
0;801907096;Barcelona;1424;17800;120,6;18340,78;Cataluna
0;801907097;Barcelona;852;516,4;121,5;18475,69;Cataluna
0;801907098;Barcelona;2171;12061,1;164,7;25044,63;Cataluna
0;801907099;Barcelona;1031;103100;149,9;22800,07;Cataluna
0;801907100;Barcelona;1195;10863,6;139,5;21209,96;Cataluna
0;801907101;Barcelona;1466;3331,8;110,8;16855,74;Cataluna
0;801907102;Barcelona;688;3822,2;114,1;17343,77;Cataluna
0;801907103;Barcelona;1504;716,2;118,2;17969,66;Cataluna
0;801907104;Barcelona;1548;22114,3;106,5;16195,31;Cataluna
0;801907105;Barcelona;1030;25750;131;19918,13;Cataluna
0;801907106;Barcelona;1169;29225;122,3;18595,12;Cataluna
0;801907107;Barcelona;1171;19516,7;151,2;22991,92;Cataluna
0;801907108;Barcelona;1229;24580;130,4;19827,56;Cataluna
0;801907109;Barcelona;1630;32600;114,8;17452,25;Cataluna
0;801907110;Barcelona;1023;14614,3;128,7;19574,73;Cataluna
0;801907111;Barcelona;884;8840;154,6;23502,47;Cataluna
0;801907112;Barcelona;1291;12910;136,5;20757,25;Cataluna
0;801907113;Barcelona;1186;59300;128,7;19572,25;Cataluna
0;801907114;Barcelona;1180;39333,3;135,3;20573,99;Cataluna
0;801907115;Barcelona;1056;26400;141,2;21469,08;Cataluna
0;801907116;Barcelona;1502;50066,7;133,7;20328,14;Cataluna
1;801907117;Barcelona;2633;65825;124,7;18962,89;Cataluna
0;801907118;Barcelona;1228;24560;115,4;17542,48;Cataluna
0;801907119;Barcelona;1280;42666,7;132,9;20207,54;Cataluna
0;801907120;Barcelona;1246;20766,7;107,8;16395,5;Cataluna
0;801907121;Barcelona;1143;57150;122,1;18561,81;Cataluna
0;801907122;Barcelona;1298;25960;137,1;20848,11;Cataluna
0;801907123;Barcelona;1415;35375;120,1;18262,62;Cataluna
0;801908001;Barcelona;1247;62350;116,1;17655,13;Cataluna
0;801908002;Barcelona;1240;41333,3;131,8;20045,31;Cataluna
0;801908003;Barcelona;1193;59650;122,3;18594,56;Cataluna
0;801908004;Barcelona;1400;70000;117,6;17878,35;Cataluna
0;801908005;Barcelona;1145;38166,7;111,3;16922,7;Cataluna
0;801908006;Barcelona;1602;40050;122,8;18681,61;Cataluna
0;801908007;Barcelona;1184;59200;128,2;19498,51;Cataluna
0;801908008;Barcelona;1612;80600;131,7;20034,37;Cataluna
0;801908009;Barcelona;1766;35320;121,4;18457,25;Cataluna
0;801908010;Barcelona;1072;35733,3;129,1;19627,35;Cataluna
0;801908011;Barcelona;1170;39000;127,5;19382,3;Cataluna
0;801908012;Barcelona;1310;26200;127,7;19412,42;Cataluna
0;801908013;Barcelona;1156;57800;112,9;17163,42;Cataluna
0;801908014;Barcelona;1285;42833,3;120,9;18386,98;Cataluna
0;801908015;Barcelona;1444;36100;114,5;17408,17;Cataluna
0;801908016;Barcelona;1123;37433,3;118,7;18056,49;Cataluna
0;801908017;Barcelona;1374;34350;137,1;20851,16;Cataluna
1;801908018;Barcelona;1500;75000;117,9;17935,1;Cataluna
1;801908019;Barcelona;1807;60233,3;121,6;18498,72;Cataluna
0;801908020;Barcelona;1374;45800;113,8;17301,31;Cataluna
0;801908021;Barcelona;1452;48400;109,3;16627,93;Cataluna
0;801908022;Barcelona;1239;41300;117,9;17936,41;Cataluna
0;801908023;Barcelona;1374;45800;108,1;16441,98;Cataluna
1;801908024;Barcelona;1352;45066,7;116,6;17732,54;Cataluna
0;801908025;Barcelona;1176;58800;113,3;17224,99;Cataluna
0;801908026;Barcelona;1371;27420;100,2;15237,48;Cataluna
0;801908027;Barcelona;1394;13940;119,2;18129,75;Cataluna
0;801908028;Barcelona;1075;35833,3;102,3;15553,57;Cataluna
0;801908029;Barcelona;1500;5172,4;102,5;15590,25;Cataluna
0;801908030;Barcelona;1488;49600;102,8;15636,83;Cataluna
0;801908031;Barcelona;1285;128500;123;18698,83;Cataluna
0;801908032;Barcelona;1273;31825;105,1;15981,75;Cataluna
0;801908033;Barcelona;1470;73500;98,1;14924,97;Cataluna
0;801908034;Barcelona;1234;61700;85,1;12945,19;Cataluna
0;801908035;Barcelona;4174;139133,3;107,2;16300,07;Cataluna
0;801908036;Barcelona;1517;75850;90,7;13792,93;Cataluna
0;801908037;Barcelona;1545;38625;94,2;14325,55;Cataluna
0;801908038;Barcelona;1549;38725;105,4;16029,49;Cataluna
0;801908039;Barcelona;1554;51800;98,2;14936,94;Cataluna
0;801908040;Barcelona;1879;46975;73,9;11232,85;Cataluna
0;801908041;Barcelona;2579;128950;77,2;11735,45;Cataluna
0;801908042;Barcelona;1231;30775;109;16575,87;Cataluna
0;801908043;Barcelona;1134;56700;84,7;12886,31;Cataluna
0;801908044;Barcelona;1292;64600;80,3;12211,98;Cataluna
0;801908045;Barcelona;1758;175800;98;14898,9;Cataluna
0;801908046;Barcelona;1402;46733,3;96;14591,83;Cataluna
0;801908047;Barcelona;1605;14590,9;86,8;13202,01;Cataluna
0;801908048;Barcelona;972;16200;59,6;9057,08;Cataluna
0;801908049;Barcelona;1228;20466,7;82,6;12559,51;Cataluna
0;801908050;Barcelona;1376;45866,7;114,7;17447,73;Cataluna
0;801908051;Barcelona;1337;13370;107,2;16304,34;Cataluna
0;801908052;Barcelona;897;89700;123,6;18794,63;Cataluna
0;801908053;Barcelona;1136;56800;104,5;15894,04;Cataluna
1;801908054;Barcelona;1661;33220;110;16734,19;Cataluna
0;801908055;Barcelona;1810;60333,3;131,1;19938,3;Cataluna
0;801908056;Barcelona;1475;29500;105,6;16051,79;Cataluna
0;801908057;Barcelona;1321;11008,3;93,8;14256,72;Cataluna
0;801908058;Barcelona;1611;26850;81,4;12383,17;Cataluna
0;801908059;Barcelona;987;19740;78,8;11988,01;Cataluna
0;801908060;Barcelona;1173;23460;99,9;15189,25;Cataluna
0;801908061;Barcelona;1633;27216,7;91,5;13921,1;Cataluna
0;801908062;Barcelona;1139;16271,4;81;12317,43;Cataluna
0;801908063;Barcelona;1066;35533,3;104,4;15881,34;Cataluna
0;801908064;Barcelona;1773;3056,9;83,1;12635,05;Cataluna
0;801908065;Barcelona;1771;9838,9;75,1;11421,05;Cataluna
0;801908066;Barcelona;1632;32640;72,5;11022,37;Cataluna
0;801908067;Barcelona;1774;9336,8;103,7;15772,07;Cataluna
0;801908068;Barcelona;1926;96300;88,9;13522,57;Cataluna
0;801908069;Barcelona;1555;77750;75,3;11450,37;Cataluna
0;801908070;Barcelona;1462;48733,3;86,4;13143,64;Cataluna
0;801908071;Barcelona;1738;86900;77,5;11787,26;Cataluna
0;801908072;Barcelona;1198;59900;82,9;12603,35;Cataluna
0;801908073;Barcelona;1739;34780;73,4;11161,87;Cataluna
0;801908074;Barcelona;1546;25766,7;87,6;13315,77;Cataluna
1;801908075;Barcelona;1897;47425;89,7;13635,92;Cataluna
0;801908076;Barcelona;1595;39875;78,5;11938,14;Cataluna
0;801908077;Barcelona;1437;35925;65,3;9932,07;Cataluna
0;801908078;Barcelona;1542;51400;72,6;11033,41;Cataluna
0;801908079;Barcelona;1433;47766,7;83,7;12728,28;Cataluna
0;801908080;Barcelona;1539;76950;82,7;12582,35;Cataluna
0;801908081;Barcelona;1667;83350;81,5;12391,34;Cataluna
0;801908082;Barcelona;1591;79550;86,6;13168,01;Cataluna
0;801908083;Barcelona;1304;43466,7;84,8;12888,8;Cataluna
0;801908084;Barcelona;1134;113400;95,6;14538;Cataluna
0;801908085;Barcelona;1455;72750;85,8;13052,66;Cataluna
0;801908086;Barcelona;1696;56533,3;88,1;13404,72;Cataluna
0;801908087;Barcelona;1247;62350;95,9;14582,31;Cataluna
0;801908088;Barcelona;1272;42400;100,6;15295,63;Cataluna
0;801908089;Barcelona;1225;61250;84,1;12788,12;Cataluna
0;801908090;Barcelona;1200;60000;92,7;14099,59;Cataluna
0;801908091;Barcelona;1198;39933,3;88,2;13407,36;Cataluna
0;801908092;Barcelona;991;19820;88,5;13456,98;Cataluna
0;801908093;Barcelona;1266;42200;85,6;13023,04;Cataluna
0;801908094;Barcelona;1449;36225;75,3;11449,63;Cataluna
0;801908095;Barcelona;1063;26575;108,9;16566,83;Cataluna
