SALONES;ID;NAME;POPULATION;POP_DENS;PPIDX_CY;PPPC_CY;REGION
0;2807905003;Madrid;2011;10584,2;225;34215,63;Madrid
0;2807905004;Madrid;1510;21571,4;219,5;33384,78;Madrid
0;2807905005;Madrid;1412;28240;216,1;32856,58;Madrid
0;2807905006;Madrid;1345;19214,3;225,3;34257,15;Madrid
0;2807905007;Madrid;1894;14569,2;218,4;33209,63;Madrid
0;2807905008;Madrid;1586;6895,7;223,2;33934,57;Madrid
0;2807905009;Madrid;1212;11018,2;219,4;33361,47;Madrid
0;2807905010;Madrid;904;15066,7;225,6;34312,9;Madrid
0;2807905011;Madrid;803;40150;200;30410,75;Madrid
0;2807905012;Madrid;1161;29025;187,1;28449,25;Madrid
0;2807905013;Madrid;819;27300;224,5;34140,58;Madrid
0;2807905014;Madrid;1071;21420;179;27220,8;Madrid
0;2807905015;Madrid;1056;52800;189,1;28756,87;Madrid
0;2807905016;Madrid;846;84600;153,5;23336,12;Madrid
1;2807905017;Madrid;1366;68300;182,5;27748,88;Madrid
0;2807905018;Madrid;1296;64800;153,1;23288,09;Madrid
0;2807905019;Madrid;911;45550;173,8;26436,47;Madrid
0;2807905020;Madrid;1266;42200;149,7;22758,06;Madrid
0;2807905021;Madrid;800;40000;156,1;23736,88;Madrid
1;2807905022;Madrid;1445;72250;163,7;24894,41;Madrid
1;2807905023;Madrid;1383;46100;188;28583,59;Madrid
0;2807905024;Madrid;858;85800;135;20532,77;Madrid
0;2807905025;Madrid;1111;55550;186,8;28411,13;Madrid
0;2807905026;Madrid;1649;54966,7;191;29049,94;Madrid
0;2807905027;Madrid;1697;56566,7;166,8;25371,92;Madrid
0;2807905028;Madrid;1940;64666,7;169,2;25723,34;Madrid
1;2807905029;Madrid;1840;46000;171,4;26068,81;Madrid
0;2807905030;Madrid;1284;42800;159,6;24268,37;Madrid
1;2807905031;Madrid;1033;34433,3;170,1;25861,42;Madrid
1;2807905032;Madrid;1409;35225;165,3;25134,22;Madrid
1;2807905033;Madrid;1987;28385,7;193,2;29379,38;Madrid
0;2807905034;Madrid;1661;33220;203,2;30905,11;Madrid
0;2807905035;Madrid;1239;61950;183,5;27903,93;Madrid
0;2807905036;Madrid;1650;11000;202,7;30820,34;Madrid
0;2807905037;Madrid;1212;24240;202,4;30777,83;Madrid
0;2807905038;Madrid;1976;8591,3;200,6;30499,45;Madrid
0;2807905039;Madrid;1868;16981,8;210,1;31956,25;Madrid
0;2807905040;Madrid;757;75700;143,4;21813,36;Madrid
1;2807905041;Madrid;1162;58100;161,7;24592,87;Madrid
0;2807905042;Madrid;1430;35750;155,4;23627,88;Madrid
0;2807905043;Madrid;1211;15137,5;203,5;30949,27;Madrid
0;2807905044;Madrid;1713;34260;174,1;26474,8;Madrid
0;2807905045;Madrid;1694;56466,7;157,7;23978,73;Madrid
0;2807905046;Madrid;1699;56633,3;171,4;26057,19;Madrid
0;2807905047;Madrid;1649;54966,7;161,7;24595,82;Madrid
0;2807905048;Madrid;1131;56550;183,7;27941,04;Madrid
0;2807905049;Madrid;1127;12522,2;204,8;31145,99;Madrid
0;2807905051;Madrid;1415;23583,3;201,6;30664,28;Madrid
0;2807905052;Madrid;1487;16522,2;204,9;31155,52;Madrid
0;2807905053;Madrid;2098;6993,3;197,5;30034,32;Madrid
0;2807905054;Madrid;1579;26316,7;211,1;32103,69;Madrid
0;2807905055;Madrid;1531;19137,5;192,3;29237,28;Madrid
0;2807905056;Madrid;1429;28580;182,5;27753,9;Madrid
0;2807905057;Madrid;1177;23540;180,1;27383,23;Madrid
0;2807905058;Madrid;1796;12828,6;190,7;28996,99;Madrid
0;2807905059;Madrid;732;36600;178,2;27099,8;Madrid
1;2807905060;Madrid;1382;46066,7;187,8;28555,2;Madrid
1;2807905061;Madrid;2170;36166,7;214;32546,32;Madrid
0;2807905062;Madrid;1657;27616,7;216,8;32971;Madrid
0;2807905063;Madrid;833;27766,7;190,9;29026,63;Madrid
0;2807905064;Madrid;2200;22000;219,2;33326,43;Madrid
0;2807905065;Madrid;1195;59750;202;30713,91;Madrid
0;2807905066;Madrid;1304;14488,9;221,1;33628,84;Madrid
2;2807905067;Madrid;2443;11633,3;213,7;32504,29;Madrid
0;2807905068;Madrid;1850;13214,3;215,8;32817,75;Madrid
0;2807905069;Madrid;934;13342,9;211,3;32126,28;Madrid
0;2807905070;Madrid;2062;25775;229,7;34923,77;Madrid
0;2807905072;Madrid;1642;27366,7;226,4;34435,1;Madrid
0;2807905073;Madrid;1668;41700;221;33605,54;Madrid
0;2807905074;Madrid;1534;9023,5;211,7;32200,34;Madrid
0;2807905075;Madrid;1765;17650;215,7;32804,31;Madrid
0;2807905076;Madrid;2424;8977,8;223,4;33972,3;Madrid
0;2807905077;Madrid;1467;9168,8;215,2;32723,57;Madrid
0;2807905078;Madrid;896;9955,6;220,2;33489,46;Madrid
0;2807905079;Madrid;1984;28342,9;203,1;30886,42;Madrid
0;2807905080;Madrid;967;48350;168,3;25591,09;Madrid
0;2807905081;Madrid;2346;21327,3;210,2;31971,23;Madrid
0;2807905082;Madrid;2456;9446,2;221,3;33656,86;Madrid
0;2807905083;Madrid;1976;21955,6;191,7;29158,72;Madrid
0;2807905084;Madrid;1681;6465,4;206,4;31391,49;Madrid
0;2807905085;Madrid;1784;5406,1;211,6;32178,31;Madrid
0;2807905086;Madrid;1303;32575;196,2;29835,19;Madrid
0;2807905087;Madrid;1873;26757,1;198,8;30236,18;Madrid
0;2807905088;Madrid;848;21200;202,8;30847;Madrid
0;2807905089;Madrid;736;36800;202,8;30834,23;Madrid
0;2807905090;Madrid;945;18900;147,8;22473,95;Madrid
0;2807905091;Madrid;869;9655,6;145,3;22102,92;Madrid
0;2807905092;Madrid;1405;17562,5;132,7;20177,27;Madrid
0;2807905094;Madrid;1365;1351,5;202,1;30727,06;Madrid
0;2807905095;Madrid;1856;46400;209,9;31920,76;Madrid
0;2807905096;Madrid;1340;44666,7;185,1;28151,31;Madrid
0;2807905097;Madrid;1593;39825;219,8;33425,69;Madrid
0;2807905098;Madrid;1091;54550;175,8;26727,77;Madrid
0;2807905099;Madrid;1848;15400;189,2;28765,14;Madrid
0;2807905100;Madrid;2260;9040;214,4;32607,18;Madrid
0;2807905101;Madrid;1302;16275;193,2;29376,54;Madrid
0;2807905102;Madrid;886;44300;215,2;32723,19;Madrid
0;2807905103;Madrid;1214;17342,9;194,7;29601,87;Madrid
0;2807905104;Madrid;1292;32300;212,2;32267,37;Madrid
0;2807906001;Madrid;1368;27360;155,7;23680,83;Madrid
0;2807906002;Madrid;941;31366,7;125;19002,21;Madrid
0;2807906003;Madrid;1544;38600;159;24179,37;Madrid
0;2807906004;Madrid;1234;61700;135,8;20649,14;Madrid
0;2807906005;Madrid;1122;56100;113,2;17206,77;Madrid
0;2807906006;Madrid;1043;52150;126;19162,71;Madrid
0;2807906007;Madrid;1039;51950;154,2;23447,07;Madrid
0;2807906008;Madrid;1079;35966,7;147,4;22408,03;Madrid
0;2807906009;Madrid;1112;37066,7;160,8;24456,33;Madrid
0;2807906010;Madrid;1706;21325;173,9;26440,16;Madrid
0;2807906011;Madrid;1342;44733,3;126,7;19260,98;Madrid
0;2807906012;Madrid;980;98000;128,4;19533,31;Madrid
0;2807906013;Madrid;1093;54650;106,7;16221,87;Madrid
1;2807906014;Madrid;1159;28975;158;24026,06;Madrid
0;2807906015;Madrid;1224;61200;104,5;15887,29;Madrid
1;2807906016;Madrid;1815;45375;125,5;19081,93;Madrid
0;2807906017;Madrid;1083;54150;126,8;19283,27;Madrid
2;2807906018;Madrid;1476;49200;133,1;20242,82;Madrid
4;2807906019;Madrid;2393;59825;120,1;18258,89;Madrid
1;2807906021;Madrid;2191;54775;113,3;17225,99;Madrid
2;2807906023;Madrid;1159;57950;177,7;27029,79;Madrid
0;2807906024;Madrid;702;35100;181,9;27656,81;Madrid
0;2807906025;Madrid;1035;51750;138,3;21034,19;Madrid
0;2807906026;Madrid;1066;53300;177,7;27026,63;Madrid
0;2807906027;Madrid;1260;42000;211,9;32222,83;Madrid
0;2807906028;Madrid;1462;24366,7;216,2;32874,94;Madrid
2;2807906029;Madrid;1646;6858,3;221,1;33619,09;Madrid
0;2807906031;Madrid;1153;38433,3;201,4;30621,71;Madrid
0;2807906032;Madrid;1042;52100;163,9;24923,07;Madrid
0;2807906033;Madrid;1494;29880;132;20075,81;Madrid
0;2807906034;Madrid;865;43250;169,5;25778,33;Madrid
0;2807906035;Madrid;1637;81850;141,5;21512,83;Madrid
0;2807906036;Madrid;1099;27475;158;24034,44;Madrid
0;2807906037;Madrid;1136;56800;160,6;24427,85;Madrid
0;2807906038;Madrid;825;41250;205,8;31298,53;Madrid
1;2807906039;Madrid;912;45600;199,9;30405,4;Madrid
0;2807906040;Madrid;1151;57550;203,7;30974,01;Madrid
0;2807906041;Madrid;1826;45650;184,6;28079,61;Madrid
0;2807906042;Madrid;1988;49700;146;22199,34;Madrid
1;2807906043;Madrid;1523;38075;159,1;24198,39;Madrid
0;2807906044;Madrid;1044;34800;168,9;25687,15;Madrid
0;2807906045;Madrid;1182;29550;178,9;27211,71;Madrid
0;2807906046;Madrid;1691;12078,6;225,9;34353,55;Madrid
0;2807906048;Madrid;963;32100;209,1;31801,32;Madrid
0;2807906049;Madrid;810;40500;177,6;27011,42;Madrid
0;2807906050;Madrid;641;64100;160;24324,65;Madrid
0;2807906051;Madrid;1180;29500;171;26006,93;Madrid
0;2807906052;Madrid;1023;51150;156,5;23793,46;Madrid
0;2807906053;Madrid;1335;26700;179,3;27265,68;Madrid
1;2807906054;Madrid;1383;27660;149,7;22771,84;Madrid
1;2807906056;Madrid;2385;47700;130,7;19875,81;Madrid
1;2807906057;Madrid;1453;48433,3;158,8;24146,32;Madrid
1;2807906058;Madrid;1198;39933,3;187,4;28490,42;Madrid
0;2807906059;Madrid;1113;27825;210;31932,89;Madrid
0;2807906060;Madrid;921;30700;155,8;23685,14;Madrid
0;2807906061;Madrid;947;94700;154,5;23499,54;Madrid
0;2807906062;Madrid;2049;34150;222,2;33796,75;Madrid
0;2807906063;Madrid;1184;23680;222,6;33849,13;Madrid
0;2807906064;Madrid;701;11683,3;221,3;33650,55;Madrid
0;2807906065;Madrid;866;14433,3;210,9;32065,31;Madrid
0;2807906066;Madrid;1363;45433,3;204,6;31109,59;Madrid
1;2807906067;Madrid;1278;42600;165;25085,09;Madrid
1;2807906068;Madrid;1252;31300;147,5;22423,49;Madrid
1;2807906069;Madrid;1544;38600;144,9;22031,02;Madrid
0;2807906070;Madrid;1444;24066,7;201,5;30649,5;Madrid
0;2807906071;Madrid;998;14257,1;212,1;32254,47;Madrid
0;2807906072;Madrid;2080;26000;183,9;27967,68;Madrid
0;2807906073;Madrid;1747;34940;105,2;16001,2;Madrid
0;2807906074;Madrid;925;23125;105,9;16110,94;Madrid
0;2807906075;Madrid;1080;36000;110,4;16795,15;Madrid
0;2807906076;Madrid;863;10787,5;143,5;21819,36;Madrid
0;2807906077;Madrid;882;22050;165,1;25106,1;Madrid
0;2807906078;Madrid;1047;26175;156;23722,6;Madrid
0;2807906079;Madrid;996;33200;137,7;20940,67;Madrid
0;2807906080;Madrid;1132;28300;97,2;14775,79;Madrid
0;2807906081;Madrid;2539;31737,5;95,5;14526,52;Madrid
0;2807906084;Madrid;1825;6517,9;78,8;11979,17;Madrid
0;2807906085;Madrid;1699;42475;108,2;16460,1;Madrid
0;2807906089;Madrid;1288;42933,3;106,6;16203,99;Madrid
0;2807906090;Madrid;2171;36183,3;134,2;20414,12;Madrid
0;2807906091;Madrid;1586;39650;130,1;19788,18;Madrid
1;2807906092;Madrid;1141;22820;139,7;21247,75;Madrid
0;2807906093;Madrid;1390;46333,3;130,6;19853,28;Madrid
0;2807906094;Madrid;1982;39640;125,6;19103,65;Madrid
0;2807906095;Madrid;1160;38666,7;113,9;17318,62;Madrid
0;2807906096;Madrid;1219;40633,3;122,1;18561,39;Madrid
0;2807906097;Madrid;1422;47400;93,2;14178,12;Madrid
0;2807906098;Madrid;638;21266,7;94,9;14433,14;Madrid
0;2807906099;Madrid;1606;3345,8;110,4;16783,27;Madrid
0;2807906101;Madrid;1467;24450;110,2;16758,44;Madrid
1;2807906102;Madrid;1782;44550;125,4;19067,44;Madrid
0;2807906103;Madrid;1723;43075;138,2;21010,81;Madrid
0;2807906104;Madrid;1339;33475;136,9;20818,84;Madrid
0;2807906105;Madrid;1962;39240;140;21286,03;Madrid
0;2807906106;Madrid;1323;33075;131,4;19988,38;Madrid
1;2807906107;Madrid;1410;35250;117,8;17915,04;Madrid
0;2807906108;Madrid;1427;35675;119,4;18159,22;Madrid
1;2807906109;Madrid;2225;44500;125,2;19041,17;Madrid
0;2807906110;Madrid;1481;29620;126,6;19257,76;Madrid
0;2807906111;Madrid;2050;41000;145,1;22065,62;Madrid
0;2807906112;Madrid;1037;34566,7;100,2;15231,92;Madrid
0;2807906113;Madrid;1115;55750;146,3;22244,91;Madrid
0;2807906114;Madrid;2042;40840;120,4;18316,18;Madrid
0;2807906115;Madrid;1158;57900;125,1;19028,99;Madrid
0;2807906116;Madrid;2217;44340;132,3;20122,67;Madrid
0;2807906117;Madrid;2098;34966,7;152;23112,88;Madrid
0;2807906118;Madrid;971;48550;135;20533,15;Madrid
0;2807906119;Madrid;1028;51400;145;22045,55;Madrid
2;2807906120;Madrid;1465;73250;121,9;18543,66;Madrid
0;2807906121;Madrid;1255;41833,3;115,2;17518,08;Madrid
0;2807906122;Madrid;1767;44175;140,5;21370,45;Madrid
0;2807906123;Madrid;1373;68650;124,4;18910,53;Madrid
0;2807906124;Madrid;1127;37566,7;140,4;21355,88;Madrid
0;2807906125;Madrid;1582;22600;195,6;29751,34;Madrid
1;2807906126;Madrid;1449;36225;137,5;20914;Madrid
0;2807906127;Madrid;1479;29580;95,8;14575,55;Madrid
0;2807906128;Madrid;1348;44933,3;80,4;12232,01;Madrid
0;2807906129;Madrid;2000;40000;120,4;18312,78;Madrid
1;2807907001;Madrid;1134;37800;194,1;29512,06;Madrid
1;2807907002;Madrid;879;87900;188,9;28732,24;Madrid
1;2807907003;Madrid;1280;64000;174,3;26501,01;Madrid
0;2807907004;Madrid;986;49300;191,8;29167,94;Madrid
0;2807907005;Madrid;649;64900;177,3;26962,19;Madrid
0;2807907006;Madrid;1429;47633,3;203,3;30908,52;Madrid
0;2807907007;Madrid;924;46200;201,9;30706,55;Madrid
0;2807907008;Madrid;1320;44000;207,2;31513,6;Madrid
0;2807907009;Madrid;828;82800;167,9;25539,41;Madrid
0;2807907010;Madrid;1081;36033,3;187;28440,94;Madrid
0;2807907011;Madrid;1120;56000;163,9;24922,74;Madrid
2;2807907012;Madrid;1427;47566,7;169,8;25821,02;Madrid
0;2807907013;Madrid;835;41750;192,2;29225,31;Madrid
1;2807907014;Madrid;1122;56100;188,6;28675,11;Madrid
0;2807907016;Madrid;1566;52200;168,2;25578,72;Madrid
0;2807907017;Madrid;920;46000;191,6;29131,13;Madrid
0;2807907018;Madrid;1515;50500;192,2;29233,41;Madrid
0;2807907019;Madrid;1200;40000;209;31786,43;Madrid
0;2807907021;Madrid;1918;31966,7;217,9;33137,21;Madrid
0;2807907023;Madrid;969;48450;206,6;31414,51;Madrid
0;2807907024;Madrid;681;34050;156,7;23833,26;Madrid
0;2807907025;Madrid;1125;56250;172,9;26291,41;Madrid
0;2807907026;Madrid;1772;22150;160,1;24351,47;Madrid
1;2807907028;Madrid;1219;60950;144,4;21955,77;Madrid
0;2807907030;Madrid;1106;55300;188,7;28697,23;Madrid
0;2807907031;Madrid;754;75400;172,7;26256,75;Madrid
0;2807907032;Madrid;1278;42600;161,3;24531,93;Madrid
0;2807907034;Madrid;1396;69800;158,2;24060,72;Madrid
0;2807907035;Madrid;761;76100;157,7;23978,55;Madrid
1;2807907036;Madrid;1560;52000;190,1;28913,8;Madrid
0;2807907038;Madrid;1046;104600;165,6;25180,03;Madrid
0;2807907039;Madrid;930;46500;158,9;24166,84;Madrid
0;2807907040;Madrid;1044;34800;188;28593,22;Madrid
0;2807907041;Madrid;1236;41200;181;27529,96;Madrid
0;2807907042;Madrid;950;31666,7;219,4;33365,61;Madrid
2;2807907043;Madrid;1117;27925;190,1;28908,66;Madrid
0;2807907044;Madrid;978;48900;213,8;32518,83;Madrid
0;2807907045;Madrid;1074;53700;155,6;23655,88;Madrid
0;2807907046;Madrid;764;76400;189,3;28782,48;Madrid
0;2807907047;Madrid;1082;54100;172,7;26259,68;Madrid
0;2807907048;Madrid;1836;36720;196,7;29907,91;Madrid
0;2807907049;Madrid;735;24500;194;29504,1;Madrid
0;2807907050;Madrid;874;43700;190,7;28992,44;Madrid
2;2807907051;Madrid;761;38050;170,2;25883,5;Madrid
0;2807907052;Madrid;693;69300;189,8;28861,26;Madrid
1;2807907053;Madrid;1412;47066,7;187,3;28488,15;Madrid
0;2807907055;Madrid;675;33750;193,8;29468,77;Madrid
0;2807907056;Madrid;738;73800;196,2;29839,83;Madrid
0;2807907057;Madrid;1421;35525;198,9;30243,04;Madrid
0;2807907058;Madrid;1179;39300;178;27061,95;Madrid
0;2807907059;Madrid;830;27666,7;177;26922,35;Madrid
0;2807907060;Madrid;889;44450;180,8;27491,47;Madrid
0;2807907061;Madrid;1245;62250;198,3;30152,66;Madrid
0;2807907062;Madrid;1023;51150;162,1;24648,2;Madrid
0;2807907063;Madrid;1225;24500;181,3;27565,82;Madrid
0;2807907064;Madrid;1175;39166,7;179,7;27334,05;Madrid
1;2807907065;Madrid;1306;65300;165,6;25187,43;Madrid
0;2807907066;Madrid;1120;56000;175,8;26726,42;Madrid
0;2807907067;Madrid;1128;56400;181,3;27567,41;Madrid
0;2807907068;Madrid;1048;52400;189,7;28841,92;Madrid
0;2807907069;Madrid;932;46600;171,9;26144,88;Madrid
0;2807907070;Madrid;1257;41900;190,2;28922,58;Madrid
0;2807907071;Madrid;1034;34466,7;204,4;31088,38;Madrid
0;2807907072;Madrid;1513;25216,7;209,7;31885,97;Madrid
0;2807907073;Madrid;1316;26320;194,6;29597,72;Madrid
0;2807907075;Madrid;980;9800;222,4;33818,09;Madrid
0;2807907076;Madrid;900;15000;216,1;32864,51;Madrid
0;2807907078;Madrid;1022;34066,7;226,3;34409,54;Madrid
0;2807907079;Madrid;877;29233,3;206,9;31459,15;Madrid
0;2807907080;Madrid;1258;20966,7;222,4;33813,06;Madrid
0;2807907081;Madrid;1406;8270,6;212,4;32301,34;Madrid
0;2807907082;Madrid;1096;13700;225,7;34322,6;Madrid
0;2807907083;Madrid;725;36250;220,3;33507,48;Madrid
0;2807907084;Madrid;1122;37400;214,3;32595,36;Madrid
0;2807907085;Madrid;1533;21900;203,5;30941,67;Madrid
0;2807907086;Madrid;864;43200;219;33299,63;Madrid
0;2807907087;Madrid;941;31366,7;203,8;30994,16;Madrid
0;2807907088;Madrid;1066;53300;199,8;30382,58;Madrid
1;2807907089;Madrid;1378;45933,3;188,1;28598,61;Madrid
0;2807907090;Madrid;1022;51100;172;26163,59;Madrid
0;2807907091;Madrid;923;23075;169,6;25783,57;Madrid
0;2807907092;Madrid;1260;25200;223,2;33936,28;Madrid
0;2807907093;Madrid;1280;14222,2;199,1;30276,09;Madrid
0;2807907094;Madrid;1574;26233,3;206,5;31407,1;Madrid
0;2807907095;Madrid;1442;6554,5;201,2;30590,74;Madrid
0;2807907096;Madrid;1189;29725;222,3;33798,56;Madrid
0;2807907097;Madrid;891;29700;191,4;29100,48;Madrid
0;2807907098;Madrid;951;47550;201,6;30652,16;Madrid
0;2807907099;Madrid;919;45950;178,2;27092,75;Madrid
0;2807907100;Madrid;887;44350;202,3;30761,93;Madrid
0;2807907101;Madrid;1275;63750;174,4;26527,19;Madrid
0;2807907102;Madrid;1409;11741,7;192,4;29254,56;Madrid
1;2807907103;Madrid;1519;30380;197;29952,14;Madrid
0;2807907105;Madrid;1130;56500;198,7;30220,83;Madrid
0;2807907106;Madrid;1323;44100;196,1;29825,25;Madrid
0;2807907107;Madrid;1042;34733,3;213,5;32468,16;Madrid
0;2807907108;Madrid;1046;26150;174,3;26501,32;Madrid
0;2807907109;Madrid;1288;42933,3;199,6;30349,09;Madrid
0;2807907110;Madrid;1062;35400;186;28287,06;Madrid
0;2807907111;Madrid;1315;65750;186,9;28418,58;Madrid
0;2807907113;Madrid;1331;26620;177,1;26938,6;Madrid
0;2807907114;Madrid;1844;46100;206,2;31349,33;Madrid
0;2807907115;Madrid;1487;37175;198,1;30121,41;Madrid
0;2807907116;Madrid;1143;38100;160,3;24372,78;Madrid
0;2807907117;Madrid;1326;26520;166,7;25349,02;Madrid
2;2807907118;Madrid;1472;16355,6;191;29044,01;Madrid
0;2807907119;Madrid;1322;66100;200,7;30522,13;Madrid
0;2807907120;Madrid;1163;5815;202;30721,7;Madrid
0;2807907121;Madrid;1741;19344,4;212,1;32246,68;Madrid
0;2807907122;Madrid;1180;59000;205,5;31254,84;Madrid
0;2807907123;Madrid;1116;37200;203;30877,29;Madrid
0;2807907124;Madrid;731;36550;180,2;27400,05;Madrid
0;2807907125;Madrid;983;7561,5;209,3;31826,71;Madrid
0;2807907126;Madrid;1006;100600;173,1;26319,91;Madrid
0;2807907127;Madrid;1512;37800;201,7;30668,9;Madrid
0;2807907128;Madrid;733;36650;220,2;33487,17;Madrid
0;2807907129;Madrid;879;29300;194,8;29617,6;Madrid
0;2807907130;Madrid;1262;21033,3;219;33310,78;Madrid
0;2807907131;Madrid;1237;41233,3;215,9;32834,39;Madrid
0;2807907132;Madrid;1126;11260;211,3;32128,45;Madrid
0;2807907133;Madrid;1116;37200;215,7;32801,43;Madrid
0;2807907134;Madrid;565;14125;153,1;23288,44;Madrid
0;2807907135;Madrid;1076;8966,7;182,4;27737,99;Madrid
0;2807908001;Madrid;849;3396;109,4;16632,41;Madrid
0;2807908002;Madrid;778;8,2;114,2;17370,28;Madrid
0;2807908003;Madrid;1133;12588,9;112,9;17170,95;Madrid
0;2807908004;Madrid;708;7,6;124,3;18902,71;Madrid
0;2807908005;Madrid;1053;842,4;202;30714,1;Madrid
0;2807908006;Madrid;1041;13012,5;208,2;31665,25;Madrid
0;2807908007;Madrid;1281;10675;217;33001,94;Madrid
0;2807908008;Madrid;1577;4638,2;178,2;27100,15;Madrid
0;2807908009;Madrid;1715;10088,2;149,2;22694,79;Madrid
0;2807908010;Madrid;875;6730,8;146,4;22264,59;Madrid
0;2807908011;Madrid;719;14380;114,9;17479,43;Madrid
0;2807908012;Madrid;1407;9380;170;25858,85;Madrid
0;2807908013;Madrid;1012;5952,9;195,4;29709,43;Madrid
0;2807908014;Madrid;725;36250;140,4;21352,19;Madrid
0;2807908015;Madrid;961;32033,3;157,7;23973,88;Madrid
0;2807908016;Madrid;974;48700;82,4;12523,98;Madrid
0;2807908017;Madrid;1803;30050;146,6;22296,37;Madrid
0;2807908018;Madrid;856;85600;97,8;14873,45;Madrid
0;2807908019;Madrid;876;5840;101,6;15443,07;Madrid
0;2807908020;Madrid;833;41650;140,6;21374,02;Madrid
0;2807908021;Madrid;988;49400;100,3;15253,65;Madrid
0;2807908022;Madrid;967;96700;123,4;18772,11;Madrid
1;2807908023;Madrid;979;48950;133,3;20276,76;Madrid
0;2807908024;Madrid;1866;20733,3;181,3;27570,45;Madrid
0;2807908025;Madrid;855;42750;98,7;15004,66;Madrid
0;2807908026;Madrid;1370;68500;119,7;18205,4;Madrid
0;2807908027;Madrid;1341;67050;118,7;18044,45;Madrid
0;2807908028;Madrid;1162;23240;131,6;20019,57;Madrid
0;2807908029;Madrid;1574;31480;145,3;22089,36;Madrid
0;2807908030;Madrid;1549;51633,3;141,2;21471,38;Madrid
0;2807908031;Madrid;1469;29380;194,5;29585,01;Madrid
0;2807908032;Madrid;678;16950;139,1;21150,27;Madrid
0;2807908033;Madrid;1103;55150;196,5;29886,06;Madrid
0;2807908034;Madrid;1669;15172,7;200,5;30483,89;Madrid
0;2807908035;Madrid;1451;8535,3;207,4;31546,65;Madrid
0;2807908036;Madrid;1566;39150;173;26301,41;Madrid
0;2807908037;Madrid;810;40500;178,6;27160,8;Madrid
0;2807908038;Madrid;805;40250;179,6;27309,47;Madrid
0;2807908039;Madrid;1077;53850;185,3;28181,72;Madrid
0;2807908040;Madrid;1064;35466,7;191,4;29106,1;Madrid
0;2807908041;Madrid;743;24766,7;138,2;21021,01;Madrid
0;2807908042;Madrid;1432;47733,3;151,7;23068,89;Madrid
0;2807908043;Madrid;1345;33625;185,6;28224,4;Madrid
0;2807908044;Madrid;1572;39300;179,3;27269,91;Madrid
2;2807908045;Madrid;951;4322,7;124,8;18971,3;Madrid
0;2807908046;Madrid;1153;57650;112,2;17057,24;Madrid
0;2807908047;Madrid;1325;44166,7;123,6;18795,69;Madrid
0;2807908048;Madrid;1111;55550;123,9;18842,05;Madrid
0;2807908049;Madrid;2308;20981,8;175,8;26732,23;Madrid
0;2807908050;Madrid;1836;45900;138,3;21033,57;Madrid
0;2807908051;Madrid;1281;32025;146,6;22298,66;Madrid
0;2807908052;Madrid;1976;19760;135,2;20566,26;Madrid
0;2807908053;Madrid;1233;17614,3;102,6;15597,6;Madrid
0;2807908054;Madrid;1136;37866,7;150,2;22847,48;Madrid
0;2807908055;Madrid;1508;30160;163,6;24878,46;Madrid
0;2807908056;Madrid;1197;29925;186;28289,39;Madrid
0;2807908057;Madrid;1048;34933,3;185;28133,86;Madrid
0;2807908058;Madrid;901;90100;187,3;28475,96;Madrid
0;2807908059;Madrid;824;7490,9;187,4;28492,99;Madrid
0;2807908060;Madrid;1267;31675;179,3;27268,91;Madrid
0;2807908061;Madrid;989;24725;106,9;16261,14;Madrid
0;2807908062;Madrid;674;67400;113,3;17224,98;Madrid
0;2807908063;Madrid;841;84100;78,1;11876,38;Madrid
0;2807908064;Madrid;1241;62050;104,4;15874,87;Madrid
0;2807908065;Madrid;1001;100100;90,9;13818,45;Madrid
1;2807908066;Madrid;825;82500;85,2;12962,41;Madrid
0;2807908067;Madrid;1464;146400;111;16874,86;Madrid
0;2807908068;Madrid;1000;25000;92,5;14061,65;Madrid
0;2807908069;Madrid;906;90600;85;12919,6;Madrid
0;2807908071;Madrid;1005;50250;111,6;16974,41;Madrid
0;2807908072;Madrid;981;98100;120,1;18264,87;Madrid
0;2807908073;Madrid;923;92300;103,9;15805,37;Madrid
0;2807908074;Madrid;950;95000;103,2;15699,44;Madrid
0;2807908075;Madrid;922;92200;107,1;16281,71;Madrid
0;2807908076;Madrid;889;44450;101,2;15393,69;Madrid
1;2807908077;Madrid;1000;50000;109,2;16602,95;Madrid
1;2807908078;Madrid;820;41000;113,5;17256,76;Madrid
0;2807908079;Madrid;975;97500;125,5;19089,8;Madrid
0;2807908080;Madrid;954;95400;125,5;19090,18;Madrid
0;2807908081;Madrid;908;90800;125,2;19035,2;Madrid
0;2807908082;Madrid;979;97900;137,9;20973,32;Madrid
0;2807908083;Madrid;974;97400;105,4;16026,32;Madrid
0;2807908084;Madrid;1005;100500;116,3;17679,57;Madrid
0;2807908085;Madrid;824;82400;107,4;16328,08;Madrid
0;2807908086;Madrid;825;82500;107,7;16372,83;Madrid
0;2807908087;Madrid;735;73500;107,7;16380,97;Madrid
0;2807908088;Madrid;886;88600;111,8;17007,93;Madrid
0;2807908089;Madrid;695;69500;105,6;16053,44;Madrid
0;2807908090;Madrid;1165;19416,7;172,6;26246,76;Madrid
0;2807908091;Madrid;786;78600;108,2;16448,92;Madrid
0;2807908092;Madrid;1021;51050;119,3;18134,8;Madrid
0;2807908093;Madrid;957;47850;165;25093,72;Madrid
0;2807908094;Madrid;1160;38666,7;161;24482,33;Madrid
0;2807908095;Madrid;1653;27550;197,5;30036,31;Madrid
